prediction_date,actual_date,predicted_close,actual_close,excluded_states,triggered_excluded_states,actual_state,predicted_gap,actual_gap,predicted_intraday,actual_intraday,predicted_volume,actual_volume,open_correct,path_correct,close_state_correct,five_state_correct,exclusion_correct,forced_exclusion_correct,score,error_type,review_summary
2018-08-07,2018-08-08,收跌,震荡,"['大涨', '大跌']",[],震荡,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收跌→震荡) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2018-08-08,2018-08-09,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,缩量,缩量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(缩量→缩量) 得分=80
2018-08-09,2018-08-10,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,低开,低走,低走,缩量,缩量,False,True,False,False,True,False,60,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✓(缩量→缩量) 得分=60
2018-08-10,2018-08-13,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,高走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=60
2018-08-13,2018-08-14,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2018-08-14,2018-08-15,收涨,震荡,"['大跌', '小跌']",[],震荡,平开,低开,低走,震荡,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✗(低走→震荡) 成交量✗(缩量→正常) 得分=20
2018-08-15,2018-08-16,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,高开,震荡,震荡,缩量,缩量,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(震荡→震荡) 成交量✓(缩量→缩量) 得分=60
2018-08-16,2018-08-17,收跌,震荡,"['大涨', '小涨']",[],震荡,平开,平开,震荡,高走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收跌→震荡) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2018-08-17,2018-08-20,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,平开,高走,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=40
2018-08-20,2018-08-21,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,平开,低走,高走,正常,缩量,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(正常→缩量) 得分=60
2018-08-21,2018-08-22,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(缩量→缩量) 得分=60
2018-08-22,2018-08-23,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2018-08-23,2018-08-24,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=80
2018-08-24,2018-08-27,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,高走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2018-08-27,2018-08-28,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,高走,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=20
2018-08-28,2018-08-29,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,平开,震荡,震荡,缩量,缩量,True,True,True,True,True,True,100,none,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(震荡→震荡) 成交量✓(缩量→缩量) 得分=100
2018-08-29,2018-08-30,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=60
2018-08-30,2018-08-31,收跌,收涨,"['大涨', '大跌']",[],小涨,平开,平开,高走,高走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收跌→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2018-08-31,2018-09-04,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,震荡,正常,正常,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(高走→震荡) 成交量✓(正常→正常) 得分=80
2018-09-04,2018-09-05,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,放量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(放量→正常) 得分=40
2018-09-05,2018-09-06,震荡,收跌,"['大跌', '大涨']",[],大跌,平开,平开,高走,低走,放量,放量,True,False,False,False,True,False,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(放量→放量) 得分=60
2018-09-06,2018-09-07,收涨,收涨,"['大跌', '小跌']",[],大涨,平开,高开,低走,高走,放量,放量,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✓(放量→放量) 得分=60
2018-09-07,2018-09-10,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,放量,放量,False,True,True,False,True,False,80,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=80
2018-09-10,2018-09-11,收涨,收跌,"['大跌', '大涨']",[],大跌,平开,低开,高走,低走,放量,放量,False,False,False,False,True,False,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✓(放量→放量) 得分=40
2018-09-11,2018-09-12,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,低开,低走,低走,放量,放量,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=60
2018-09-12,2018-09-13,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,放量,正常,False,False,True,False,True,False,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=40
2018-09-13,2018-09-14,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,震荡,正常,缩量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(高走→震荡) 成交量✗(正常→缩量) 得分=40
2018-09-14,2018-09-17,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,高开,震荡,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=20
2018-09-17,2018-09-18,收跌,收涨,"['大涨', '大跌']",[],大涨,平开,平开,低走,高走,缩量,正常,True,False,False,False,True,False,40,close_direction_error,预测收盘✗(收跌→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=40
2018-09-18,2018-09-19,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,高走,高走,正常,正常,True,True,True,True,True,True,100,none,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(正常→正常) 得分=100
2018-09-19,2018-09-20,收跌,收涨,"['大涨', '大跌']",[],小涨,平开,平开,高走,高走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收跌→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2018-09-20,2018-09-21,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,高走,正常,放量,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→高走) 成交量✗(正常→放量) 得分=40
2018-09-21,2018-09-24,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,高走,高走,放量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(放量→正常) 得分=60
2018-09-24,2018-09-25,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2018-09-25,2018-09-26,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,低开,低走,高走,正常,缩量,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(低走→高走) 成交量✗(正常→缩量) 得分=20
2018-09-26,2018-09-27,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,高走,缩量,缩量,True,True,True,True,True,True,100,none,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(缩量→缩量) 得分=100
2018-09-27,2018-09-28,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,震荡,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(高走→震荡) 成交量✓(缩量→缩量) 得分=80
2018-09-28,2018-10-01,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=60
2018-10-01,2018-10-02,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,高走,缩量,缩量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(缩量→缩量) 得分=80
2018-10-02,2018-10-03,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,高走,高走,缩量,缩量,True,True,True,True,True,True,100,none,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(缩量→缩量) 得分=100
2018-10-03,2018-10-04,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,低开,震荡,高走,缩量,缩量,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=40
2018-10-04,2018-10-05,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=40
2018-10-05,2018-10-08,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2018-10-08,2018-10-09,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=80
2018-10-09,2018-10-10,收涨,收跌,"['大跌', '大涨']",[],大跌,平开,低开,高走,低走,缩量,放量,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(缩量→放量) 得分=20
2018-10-10,2018-10-11,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,放量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=60
2018-10-11,2018-10-12,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,低走,正常,正常,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✓(正常→正常) 得分=60
2018-10-12,2018-10-15,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,低开,低走,高走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→低开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=40
2018-10-15,2018-10-16,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=40
2018-10-16,2018-10-17,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,高开,震荡,低走,缩量,缩量,False,False,True,False,True,True,60,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2018-10-17,2018-10-18,震荡,收跌,"['大涨', '大跌']",[],大跌,平开,低开,低走,低走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=40
2018-10-18,2018-10-19,收涨,震荡,"['大跌', '小跌']",[],震荡,平开,高开,低走,低走,正常,正常,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✓(正常→正常) 得分=60
2018-10-19,2018-10-22,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,高开,低走,低走,缩量,正常,False,True,True,False,True,True,60,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2018-10-22,2018-10-23,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,低开,震荡,高走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2018-10-23,2018-10-24,震荡,收跌,"['大跌', '大涨']",[],大跌,平开,低开,震荡,低走,放量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(震荡→低走) 成交量✗(放量→正常) 得分=20
2018-10-24,2018-10-25,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,高走,放量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=40
2018-10-25,2018-10-26,收涨,收跌,"['大跌', '小跌']","['大跌', '小跌']",大跌,平开,低开,高走,低走,放量,放量,False,False,False,False,False,False,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✓(放量→放量) 得分=20
2018-10-26,2018-10-29,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,高开,低走,低走,放量,正常,False,True,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=40
2018-10-29,2018-10-30,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,高开,低走,高走,缩量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=20
2018-10-30,2018-10-31,收涨,收涨,"['大跌', '小跌']","['大跌', '小跌']",小涨,平开,高开,高走,低走,正常,正常,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2018-10-31,2018-11-01,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,高开,低走,高走,缩量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=20
2018-11-01,2018-11-02,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,低开,高走,低走,放量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=20
2018-11-02,2018-11-05,收涨,震荡,"['大跌', '小跌']",[],震荡,平开,低开,低走,低走,放量,正常,False,True,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=40
2018-11-05,2018-11-06,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,平开,低走,高走,缩量,正常,True,False,True,False,True,False,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=60
2018-11-06,2018-11-07,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,True,False,True,False,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2018-11-07,2018-11-08,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,低开,震荡,高走,缩量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=20
2018-11-08,2018-11-09,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,低开,高走,高走,正常,正常,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✓(高走→高走) 成交量✓(正常→正常) 得分=60
2018-11-09,2018-11-12,震荡,收跌,"['大涨', '大跌']",[],大跌,平开,低开,高走,低走,正常,放量,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(正常→放量) 得分=20
2018-11-12,2018-11-13,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,高走,放量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=20
2018-11-13,2018-11-14,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,高走,高走,缩量,正常,False,True,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2018-11-14,2018-11-15,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,平开,高走,高走,缩量,正常,True,True,True,False,True,False,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=80
2018-11-15,2018-11-16,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,低开,高走,高走,正常,正常,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→低开) 日内✓(高走→高走) 成交量✓(正常→正常) 得分=60
2018-11-16,2018-11-19,震荡,收跌,"['大跌', '大涨']",[],大跌,平开,平开,高走,低走,正常,正常,True,False,False,False,True,False,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2018-11-19,2018-11-20,收涨,收跌,"['大跌', '小跌']",[],小跌,平开,低开,低走,高走,正常,正常,False,False,False,False,True,False,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(低走→高走) 成交量✓(正常→正常) 得分=40
2018-11-20,2018-11-21,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,高开,高走,震荡,正常,缩量,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(高走→震荡) 成交量✗(正常→缩量) 得分=20
2018-11-21,2018-11-23,收跌,震荡,"['大涨', '大跌']",[],震荡,平开,低开,震荡,高走,缩量,缩量,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收跌→震荡) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✓(缩量→缩量) 得分=40
2018-11-23,2018-11-26,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=40
2018-11-26,2018-11-27,收涨,震荡,"['大跌', '小跌']","['大跌', '小跌']",震荡,平开,低开,高走,高走,正常,正常,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✓(高走→高走) 成交量✓(正常→正常) 得分=60
2018-11-27,2018-11-28,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,低走,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2018-11-28,2018-11-29,收涨,震荡,"['大跌', '小跌']",[],震荡,平开,平开,低走,高走,正常,缩量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(正常→缩量) 得分=40
2018-11-29,2018-11-30,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,缩量,放量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(缩量→放量) 得分=40
2018-11-30,2018-12-03,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,低走,放量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✗(放量→正常) 得分=20
2018-12-03,2018-12-04,收跌,收跌,"['大涨', '大跌']",[],大跌,平开,低开,低走,低走,放量,正常,False,True,True,False,True,False,60,gap_error,预测收盘✓(收跌→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=60
2018-12-04,2018-12-06,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,低开,低走,低走,放量,放量,False,True,False,False,True,False,60,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=60
2018-12-06,2018-12-07,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,低走,放量,放量,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=60
2018-12-07,2018-12-10,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,平开,低走,高走,放量,正常,True,False,False,False,True,False,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=40
2018-12-10,2018-12-11,收涨,收涨,"['大跌', '小跌']",[],大涨,平开,高开,高走,高走,放量,放量,False,True,True,False,True,True,80,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=80
2018-12-11,2018-12-12,收涨,收涨,"['大跌', '小跌']",[],大涨,平开,高开,高走,高走,放量,放量,False,True,True,False,True,True,80,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=80
2018-12-12,2018-12-13,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,高开,高走,低走,放量,放量,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✓(放量→放量) 得分=60
2018-12-13,2018-12-14,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,低开,低走,高走,放量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=20
2018-12-14,2018-12-17,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,高走,放量,放量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=80
2018-12-17,2018-12-18,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,放量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=40
2018-12-18,2018-12-19,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,平开,低走,震荡,正常,放量,True,False,False,False,True,False,40,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(低走→震荡) 成交量✗(正常→放量) 得分=40
2018-12-19,2018-12-20,收涨,收跌,"['大跌', '小跌']",[],小跌,平开,平开,震荡,低走,放量,放量,True,False,False,False,True,False,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(放量→放量) 得分=60
2018-12-20,2018-12-21,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,平开,震荡,高走,放量,放量,True,False,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✓(放量→放量) 得分=80
2018-12-21,2018-12-24,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,低开,高走,低走,放量,缩量,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(放量→缩量) 得分=20
2018-12-24,2018-12-26,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,缩量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=20
