Date,Open,High,Low,Close,Volume,PrevClose,MA20_Volume,O_gap,H_up,L_down,C_move,V_ratio,O_code,H_code,L_code,C_code,V_code,Code
2022-05-31,18.979999542236328,19.200000762939453,18.350000381469727,18.67200088500977,664100000,18.81100082397461,658446050.0,0.0089840365136941,0.0115912131722424,0.0331927911465255,-0.0162275376530524,1.008586808289001,4,2,4,2,3,42423
2022-06-01,18.724000930786133,19.05299949645996,18.121999740600582,18.31999969482422,544514000,18.67200088500977,663048600.0,0.0027849209142931,0.0175709543537186,0.0321513116993994,-0.021576651136438,0.8212278858593473,3,3,4,1,2,33412
2022-06-02,18.29199981689453,19.618999481201172,18.197999954223633,19.59199905395508,648656000,18.31999969482422,666486750.0,-0.0015283776417091,0.0725453574016013,0.0051388510612207,0.0710692789237767,0.9732466549410022,3,5,2,5,3,35253
2022-06-03,19.082000732421875,19.332000732421875,18.52199935913086,18.719999313354492,598779000,19.59199905395508,666476800.0,-0.0260309486606601,0.0131013515566651,0.0293470994548033,-0.0189708314208537,0.8984243712609351,1,2,3,2,2,12322
2022-06-06,19.138999938964844,19.336999893188477,18.56399917602539,18.785999298095703,422406000,18.719999313354492,665099200.0,0.0223825128728206,0.0103453657377639,0.0300434069059594,-0.0184440483826153,0.6351022524158803,5,2,4,2,1,52421
2022-06-07,18.472000122070312,19.0,18.187999725341797,18.926000595092773,388914000,18.785999298095703,654554650.0,-0.0167145314466832,0.0285837957146196,0.0153746424237618,0.0245777647261934,0.5941658194621335,2,3,3,5,1,23351
2022-06-08,18.798999786376953,19.18000030517578,18.53499984741211,18.64800071716309,363252000,18.926000595092773,641777600.0,-0.006710388075796,0.0202670633080663,0.0140432970883991,-0.0080322927245995,0.566009159559324,2,3,2,2,1,23221
2022-06-09,18.481000900268555,18.933000564575195,18.041000366210938,18.04800033569336,395574000,18.64800071716309,621866500.0,-0.0089553737919386,0.0244575316426759,0.0238082632229742,-0.0234294975100024,0.6361075890082518,2,3,3,1,1,23311
2022-06-10,17.600000381469727,17.69700050354004,16.868999481201172,16.974000930786133,465248000,18.04800033569336,608136850.0,-0.0248226920373902,0.0055113704527211,0.041534141160485,-0.0355681498361034,0.7650383297772533,1,2,4,1,2,12412
2022-06-13,16.0,16.312000274658203,15.605999946594238,15.647000312805176,604153000,16.974000930786133,595962850.0,-0.0573819298560049,0.0195000171661376,0.0246250033378601,-0.0220624804496765,1.0137427190302215,1,3,3,1,3,13313
